Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm)
412,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,C1COCCO1,356.0,436.0
413,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,CC#N,350.0,492.0
414,C(/C=C/c1ccc(-n2c3ccccc3c3ccccc32)cc1)=C\c1ccncc1,CO,353.0,496.0
415,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CCCCCCC,383.0,446.0
416,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,C1COCCO1,392.0,488.0
417,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CC#N,392.0,540.0
418,CN(C)c1ccc(/C=C/C=C/c2ccncc2)cc1,CO,394.0,551.0
419,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,CCCCCCC,393.0,472.0
420,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,C1COCCO1,395.0,481.0
421,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,CC#N,396.0,534.0
422,C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)=C\c1ccncc1,CO,399.0,540.0
423,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,CCCCCCC,403.0,442.0
424,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,C1COCCO1,413.0,518.0
425,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,CC#N,413.0,569.0
426,C(/C=C/c1cc2c3c(c1)CCCN3CCC2)=C\c1ccncc1,CO,419.0,583.0
427,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCCCOCCCC,455.0,540.0
428,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCCCOCCCC,453.0,471.0
429,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,475.0
430,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,477.0
431,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCCCOCCCC,442.0,477.0
432,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCCCOCCCC,443.0,476.0
433,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CCCCOCCCC,444.0,486.0
434,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1COCCO1,464.0,549.0
435,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1COCCO1,447.0,471.0
436,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,446.0,472.0
437,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,443.0,479.0
438,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,C1COCCO1,443.0,478.0
439,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,C1COCCO1,444.0,478.0
440,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,C1COCCO1,444.0,487.0
441,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,463.0,555.0
442,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,451.0,471.0
443,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,469.0
444,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,477.0
445,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CCOC(C)=O,441.0,477.0
446,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CCOC(C)=O,442.0,475.0
447,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CCOC(C)=O,443.0,488.0
448,Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CC#N,468.0,564.0
449,CC(=O)Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CC#N,441.0,471.0
450,Clc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,443.0,475.0
451,COc1nc(Cl)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,444.0,482.0
452,COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,CC#N,444.0,479.0
453,Clc1nc(Nc2ccccc2)nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)n1,CC#N,442.0,477.0
454,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4c5cccc6cccc(c7cccc3c74)c65)n2)cc1,CC#N,444.0,492.0
461,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,460.0,519.0
462,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,471.0,547.0
463,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,480.0,557.0
464,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,516.0,601.0
465,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CS(C)=O,540.0,603.0
466,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CS(C)=O,541.0,654.0
467,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,454.0,512.0
468,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,464.0,538.0
469,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,473.0,549.0
470,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CC#N,500.0,587.0
471,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,CC#N,523.0,590.0
472,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,CC#N,524.0,638.0
473,CCOC(=O)CN1C(=O)C2=C(c3ccccc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,462.0,520.0
474,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,472.0,544.0
475,CCOC(=O)CN1C(=O)C2=C(c3ccc(C#N)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,482.0,558.0
476,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,Cc1ccccc1,499.0,563.0
477,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(N2CCCCC2)cc1,Cc1ccccc1,520.0,575.0
478,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccc(C#N)cc1,Cc1ccccc1,527.0,603.0
479,CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,ClC(Cl)Cl,609.0,640.0
480,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,ClC(Cl)Cl,610.0,640.0
481,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,ClC(Cl)Cl,610.0,640.0
482,COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,ClC(Cl)Cl,610.0,640.0
483,CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,CO,604.0,642.0
484,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,CO,604.0,641.0
485,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,CO,604.0,641.0
486,COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,CO,605.0,642.0
487,CC(=O)OCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOC(C)=O)C3=O,O,622.0,657.0
488,COCCOCCOCCN1C(=O)c2cc(NCCOCCO)c3c4c(cc(NCCOCCO)c(c24)C1=O)C(=O)N(CCOCCOCCOC)C3=O,O,621.0,658.0
489,COCCOCCOCCNc1cc2c3c(c(NCCOCCOCCOC)cc4c3c1C(=O)N(CCOCCOCCOC)C4=O)C(=O)N(CCOCCOCCOC)C2=O,O,623.0,655.0
490,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,OCC(F)(F)F,519.0,555.0
491,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,519.0,566.0
492,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,OCC(F)(F)F,509.0,553.0
493,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOc1nnc(Cl)nn1,ClCCl,519.0,552.0
494,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,OCC(F)(F)F,512.0,562.0
495,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,ClCCl,526.0,573.0
496,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,OCC(F)(F)F,512.0,560.0
497,C=CCOc1nnc(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nn1,ClCCl,526.0,572.0
498,COc1nnc(Cl)nn1,OCC(F)(F)F,518.0,558.0
499,COc1nnc(Cl)nn1,ClCCl,520.0,567.0
500,CCCCCCN1C(=O)c2cccc3c(-c4cc5ccccc5s4)ccc(c23)C1=O,ClC(Cl)Cl,378.0,472.0
502,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)s4)ccc(c23)C1=O,ClC(Cl)Cl,395.0,495.0
503,CCCCCCN1C(=O)c2cccc3c(-c4scc5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,390.0,484.0
504,CCCCCCN1C(=O)c2cccc3c(-c4sc(-c5ccc6c7c(cccc57)C(=O)N(CCCCCC)C6=O)c5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,416.0,502.0
505,CCCCCCN1C(=O)c2cccc3c(-c4ccc(C)s4)ccc(c23)C1=O,ClC(Cl)Cl,385.0,482.0
506,CCCCCCN1C(=O)c2cccc3c(-c4ccc(OC)s4)ccc(c23)C1=O,ClC(Cl)Cl,407.0,503.0
507,CCCCCCN1C(=O)c2cccc3c(-c4ccc(Cl)s4)ccc(c23)C1=O,ClC(Cl)Cl,374.0,482.0
509,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cccs5)s4)ccc(c23)C1=O,ClC(Cl)Cl,409.0,534.0
510,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5ccc(-c6ccc7c8c(cccc68)C(=O)N(CCCCCC)C7=O)s5)s4)ccc(c23)C1=O,ClC(Cl)Cl,428.0,542.0
512,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCCCOCCCC,396.0,429.0
513,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,CCCCOCCCC,398.0,435.0
514,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCCCOCCCC,398.0,430.0
515,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,CCCCOCCCC,402.0,441.0
517,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,C1COCCO1,394.0,432.0
518,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,C1COCCO1,394.0,435.0
519,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,C1COCCO1,398.0,436.0
520,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,C1COCCO1,402.0,442.0
522,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCOC(C)=O,398.0,430.0
523,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,CCOC(C)=O,395.0,432.0
524,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CCOC(C)=O,396.0,433.0
525,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,CCOC(C)=O,402.0,440.0
527,COc1nc(Cl)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CC#N,397.0,431.0
528,COc1nc(Nc2ccc3cc4ccccc4cc3c2)nc(OC)n1,CC#N,395.0,431.0
529,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CC#N,397.0,432.0
530,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4cc5ccccc5cc4c3)n2)cc1,CC#N,401.0,441.0
531,Nc1ccc2ccc3cccc4ccc1c2c34,CCCCOCCCC,361.0,417.0
532,Nc1ccc2ccc3cccc4ccc1c2c34,CC#N,361.0,425.0
533,Nc1ccc2ccc3cccc4ccc1c2c34,CO,357.0,428.0
534,Nc1cc2ccc3cccc4ccc(c1)c2c34,CCCCOCCCC,338.0,432.0
535,Nc1cc2ccc3cccc4ccc(c1)c2c34,CC#N,338.0,438.0
536,Nc1cc2ccc3cccc4ccc(c1)c2c34,CO,336.0,445.0
537,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CCCCOCCCC,341.0,385.0
538,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CC#N,339.0,386.0
539,CC(=O)Nc1ccc2ccc3cccc4ccc1c2c34,CO,338.0,383.0
540,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,CCCCOCCCC,336.0,389.0
541,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,CC#N,334.0,388.0
542,CC(=O)Nc1cc2ccc3cccc4ccc(c1)c2c34,CO,334.0,387.0
546,Clc1nc(Cl)nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)n1,CCCCOCCCC,336.0,374.0
549,COc1nc(Nc2ccc3ccc4cccc5ccc2c3c45)nc(OC)n1,CCCCOCCCC,341.0,388.0
550,COc1nc(Nc2ccc3ccc4cccc5ccc2c3c45)nc(OC)n1,CC#N,340.0,390.0
551,COc1nc(Nc2ccc3ccc4cccc5ccc2c3c45)nc(OC)n1,CO,340.0,388.0
552,COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1,CCCCOCCCC,336.0,393.0
553,COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1,CC#N,336.0,393.0
554,COc1nc(Nc2cc3ccc4cccc5ccc(c2)c3c45)nc(OC)n1,CO,334.0,392.0
555,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,CCCCOCCCC,342.0,394.0
556,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,CC#N,342.0,395.0
557,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,CO,340.0,395.0
558,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,CCCCOCCCC,336.0,397.0
559,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,CC#N,336.0,398.0
560,c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,CO,336.0,399.0
571,O=c1oc2ccccc2cc1-c1cccc(-c2cc3ccccc3oc2=O)c1,ClC(Cl)Cl,330.0,419.0
572,COc1ccc2cc(-c3cccc(-c4cc5ccc(OC)cc5oc4=O)c3)c(=O)oc2c1,ClC(Cl)Cl,344.0,426.0
575,COc1ccc2cc(-c3ccc(-c4cc5ccc(OC)cc5oc4=O)cc3)c(=O)oc2c1,ClC(Cl)Cl,362.0,434.0
576,COc1cc(OC)c2cc(-c3ccc(-c4cc5c(OC)cc(OC)cc5oc4=O)cc3)c(=O)oc2c1,ClC(Cl)Cl,372.0,446.0
577,N#CCc1ccccc1-c1cc2ccccc2oc1=O,ClC(Cl)Cl,318.0,404.0
578,COc1ccc2cc(-c3ccccc3CC#N)c(=O)oc2c1,ClC(Cl)Cl,336.0,409.0
579,COc1cc(OC)c2cc(-c3ccccc3CC#N)c(=O)oc2c1,ClC(Cl)Cl,342.0,422.0
585,CCC(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Cc1ccccc1)CCC3,CCO,604.0,647.0
586,CCC(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Cc1ccccc1)CCC3,ClCCl,615.0,647.0
587,CCC(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Cc1ccccc1)CCC3,ClC(Cl)Cl,616.0,642.0
588,CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCC,ClCCl,461.0,566.0
589,CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCC,C1CCOC1,461.0,558.0
590,CCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCC)c(OCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCC,Cc1ccccc1,461.0,541.0
591,CCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCC,ClCCl,461.0,566.0
592,CCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCC,C1CCOC1,461.0,558.0
593,CCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCC,Cc1ccccc1,461.0,541.0
594,CCCCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCCCC,ClCCl,461.0,566.0
595,CCCCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCCCC,C1CCOC1,461.0,558.0
596,CCCCCCCCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)c3)c3nc4c5ccccc5c5ccccc5c4nc23)cc1OCCCCCCCCCCCC,Cc1ccccc1,461.0,541.0
603,CCCCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,ClCCl,428.0,502.0
604,CCCCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,C1CCOC1,428.0,495.0
605,CCCCCCCCCCCCn1nnc(-c2ccc(C#Cc3ccc(C#Cc4ccc(-c5nnn(CCCCCCCCCCCC)n5)cc4)c4nc5c6ccccc6c6ccccc6c5nc34)cc2)n1,Cc1ccccc1,428.0,488.0
606,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3C)c(=O)c2=O)cc1,C1CCCCC1,358.0,427.0
607,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3C)c(=O)c2=O)cc1,Cc1ccccc1,362.0,435.0
608,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3C)c(=O)c2=O)cc1,ClCCl,509.0,588.0
609,CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,C1CCCCC1,359.0,427.0
610,CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,Cc1ccccc1,362.0,434.0
611,CCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,ClCCl,509.0,588.0
612,CCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,C1CCCCC1,358.0,428.0
613,CCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,Cc1ccccc1,362.0,435.0
614,CCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,ClCCl,509.0,585.0
615,CCCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,C1CCCCC1,357.0,428.0
616,CCCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,Cc1ccccc1,361.0,435.0
617,CCCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,ClCCl,509.0,585.0
618,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3Cc3ccccc3)c(=O)c2=O)cc1,C1CCCCC1,358.0,427.0
619,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3Cc3ccccc3)c(=O)c2=O)cc1,Cc1ccccc1,364.0,435.0
620,CN(C)c1ccc(-c2c(/C=C3/C=Cc4ccccc4N3Cc3ccccc3)c(=O)c2=O)cc1,ClCCl,511.0,586.0
621,Cc1nc(-c2ccccc2O)n2c1CCCC2,ClCCl,314.0,452.0
622,Cc1ccc(O)c(-c2nc(C)c3n2CCCC3)c1,ClCCl,321.0,473.0
624,Cc1nc(-c2cc(F)ccc2O)n2c1CCCC2,ClCCl,326.0,464.0
625,Cc1nc(-c2cc(C(F)(F)F)ccc2O)n2c1CCCC2,ClCCl,316.0,432.0
626,Cc1nc(-c2cc(N)ccc2O)n2c1CCCC2,ClCCl,344.0,543.0
631,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,C1CCCCC1,404.0,511.0
632,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,Cc1ccccc1,412.0,548.0
633,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,C1CCOC1,409.0,602.0
634,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,CCOC(C)=O,407.0,598.0
635,CCCN1C(=O)c2c3c(c4c(c2C1=O)CCc1cc(-c2ccc(N(C)C)cc2)c(OC)cc1-4)-c1cc(OC)c(-c2ccc(N(C)C)cc2)cc1CC3,ClCCl,410.0,613.0
636,CC1(C)c2ccccc2-c2ccc(N3c4ccc(-c5ccc(/C=C6\C(=O)c7ccc(C(=O)O)cc7C6=O)s5)cc4C4CCCC43)cc21,ClC(Cl)Cl,608.0,741.0
637,CCCCCCc1cc(-c2ccc3c(c2)C2CCCC2N3c2ccc3c(c2)C(C)(C)c2ccccc2-3)sc1/C=C1\C(=O)c2ccc(C(=O)O)cc2C1=O,ClC(Cl)Cl,611.0,732.0
639,c1cc2c3c(cccc3c1)C(N1CCOCCNCCOCCOCC1)=N2,CC#N,427.0,589.0
640,c1cc2c3c(cccc3c1)C(N1CCOCCOCCN(C3=Nc4cccc5cccc3c45)CCOCC1)=N2,CC#N,427.0,590.0
641,CN(C)C1=Nc2cccc3cccc1c23,CC#N,427.0,589.0
642,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CN(C)C=O,670.0,686.0
643,CS(=O)(=O)Nc1ccc(-c2c3nc(c(-c4ccc(NS(C)(=O)=O)cc4)c4ccc([nH]4)c(-c4ccc(NS(C)(=O)=O)cc4)c4nc(c(-c5ccc(NS(C)(=O)=O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CN(C)C=O,650.0,655.0
